Option,Concept,Values,Num_Values
project.description,maven,"['mall-security project for mall', 'mall-config project for mall', 'mall-auth project for mall', 'mall-mbg project for mall', 'mall-oauth project for mall', 'mall-admin project for mall', 'mall-registry project for mall', 'Demo project for Spring Boot', 'mall-monitor project for mall', 'mall-gateway project for mall', 'mall-demo project for mall', 'mall-portal project for mall', 'mall-search project for mall', 'mall-common project for mall']",14
project.groupId,maven,"['com.macro.mall', 'com.macro']",2
project.modelVersion,maven,['4.0.0'],1
project.name,maven,"['mall-monitor', 'mall-auth', 'mall-mbg', 'mall-gateway', 'mall-security', 'mall-search', 'mall-registry', 'mall-admin', 'mall-oauth', 'mall-config', 'mall-demo', 'mall-portal', 'mall-common']",13
project.packaging,maven,"['jar', 'war', 'pom']",3
project.parent.artifactId,maven,"['spring-boot-starter-parent', 'mall-swarm', 'mall']",3
project.parent.groupId,maven,"['com.macro.mall', 'org.springframework.boot', 'com.macro']",3
project.parent.version,maven,"['1.4.7.RELEASE', '2.7.0', '2.1.3.RELEASE', '2.3.0.RELEASE', '1.0-SNAPSHOT', '1.5.14.RELEASE', '2.1.7.RELEASE', '3.2.2']",8
project.properties.admin-starter-server.version,maven,"['2.7.0', '2.1.5', '2.2.3']",3
project.properties.alipay-sdk.version,maven,['4.38.61.ALL'],1
project.properties.aliyun-oss.version,maven,['2.5.0'],1
project.properties.docker.host,maven,"['http://192.168.3.101:2375', 'http://192.168.3.105:2375', 'http://192.168.6.132:2375']",3
project.properties.docker.maven.plugin.version,maven,"['0.40.0', '1.2.2', '1.1.0', '0.43.3']",4
project.properties.druid.version,maven,"['1.1.10', '1.1.23', '1.2.9']",3
project.properties.hutool.version,maven,"['5.4.0', '5.8.16', '4.5.7', '5.8.0']",4
project.properties.java.version,maven,"['17', '1.8']",2
project.properties.jjwt.version,maven,"['0.9.1', '0.9.0']",2
project.properties.knife4j.version,maven,"['4.5.0', '3.0.3', '2.0.4']",3
project.properties.logstash-logback.version,maven,"['5.3', '4.8']",2
project.properties.mall-common.version,maven,['1.0-SNAPSHOT'],1
project.properties.mall-mbg.version,maven,['1.0-SNAPSHOT'],1
project.properties.mall-security.version,maven,['1.0-SNAPSHOT'],1
project.properties.minio.version,maven,"['8.4.5', '8.4.1', '3.0.10', '7.1.0']",4
project.properties.mybatis-generator.version,maven,"['1.4.2', '1.4.1', '1.3.7', '1.4.0']",4
project.properties.mybatis-spring-boot-starter.version,maven,['3.0.3'],1
project.properties.mybatis.version,maven,"['3.4.6', '3.5.9', '3.5.14', '3.5.5']",4
project.properties.mysql-connector.version,maven,"['8.0.29', '8.0.16', '8.0.15', '8.0.20']",4
project.properties.nimbus-jose-jwt.version,maven,"['8.16', '9.23']",2
project.properties.pagehelper-starter.version,maven,"['1.4.2', '1.3.0', '2.1.0', '1.2.10']",4
project.properties.pagehelper.version,maven,"['6.1.0', '5.1.8', '5.3.0', '5.2.0']",4
project.properties.project.build.sourceEncoding,maven,['UTF-8'],1
project.properties.project.reporting.outputEncoding,maven,['UTF-8'],1
project.properties.sa-token.version,maven,['1.37.0'],1
project.properties.skipTests,maven,['true'],1
project.properties.spring-boot-admin.version,maven,['3.2.2'],1
project.properties.spring-boot.version,maven,"['2.7.0', '3.2.2']",2
project.properties.spring-cloud-alibaba.version,maven,"['2.2.0.RELEASE', '2023.0.1.0', '2021.0.1.0']",3
project.properties.spring-cloud-starter-oauth2.version,maven,['2.2.5.RELEASE'],1
project.properties.spring-cloud.version,maven,"['2023.0.1', 'Greenwich.SR2', '2021.0.3', 'Hoxton.SR5']",4
project.properties.spring-data-commons.version,maven,"['2.3.0.RELEASE', '2.7.0', '2.1.5.RELEASE', '3.2.2']",4
project.properties.swagger2.version,maven,['2.7.0'],1
project.url,maven,['http://maven.apache.org'],1
project.version,maven,"['0.0.1-SNAPSHOT', '1.0-SNAPSHOT']",2
rabbitmq.queue.name.cancelOrder,spring,['cancelOrderQueue'],1
rabbitmq.queue.name.cancelorder,spring,"['""cancelOrderQueue""']",1
redis.database,spring,['mall'],1
redis.expire.authCode,spring,['90'],1
redis.expire.common,spring,['86400'],1
redis.key.admin,spring,['ums:admin'],1
redis.key.authCode,spring,['ums:authCode'],1
redis.key.expire.authCode,spring,['90'],1
redis.key.member,spring,['ums:member'],1
redis.key.orderId,spring,['oms:orderId'],1
redis.key.prefix.authCode,spring,['portal:authCode:'],1
redis.key.prefix.authcode,spring,['portal:authCode:'],1
redis.key.prefix.orderId,spring,['portal:orderId:'],1
redis.key.prefix.orderid,spring,['portal:orderId:'],1
ribbon.ConnectTimeout,spring,['3000'],1
ribbon.ReadTimeout,spring,['3000'],1
secure.ignored.urls,spring,"['/swagger-ui.html, /swagger-resources/**, /swagger/**, /**/v2/api-docs, /**/*.js, /**/*.css, /**/*.png, /**/*.ico, /webjars/springfox-swagger-ui/**, /actuator/**, /druid/**, /admin/login, /admin/register, /admin/info, /admin/logout, /minio/upload', '/swagger-ui.html, /swagger-resources/**, /swagger/**, /**/v2/api-docs, /**/*.js, /**/*.css, /**/*.png, /**/*.ico, /webjars/springfox-swagger-ui/**, /druid/**, /actuator/**, /sso/**, /home/**', '/swagger-ui.html, /swagger-resources/**, /swagger/**, /**/v2/api-docs, /**/*.js, /**/*.css, /**/*.png, /**/*.ico, /webjars/springfox-swagger-ui/**, /actuator/**, /druid/**, /admin/login, /admin/register', '/swagger-ui.html, /swagger-resources/**, /swagger/**, /**/v2/api-docs, /**/*.js, /**/*.css, /**/*.png, /**/*.ico, /webjars/springfox-swagger-ui/**, /actuator/**, /druid/**, /admin/login, /admin/register, /minio/upload']",4
security.oauth2.client.access-token-uri,spring,['${mall-oauth-url}/oauth/token'],1
security.oauth2.client.client-id,spring,['mall-portal'],1
security.oauth2.client.client-secret,spring,['123456'],1
security.oauth2.client.user-authorization-uri,spring,['${mall-oauth-url}/oauth/authorize'],1
security.oauth2.resource.jwt.key-uri,spring,['${mall-oauth-url}/oauth/token_key'],1
server.port,spring,"['8443', '8080', '8301', '8085', '8081', '8180', '8101', '8401', '8082', '9401', '8001', '8201']",12
server.servlet.session.cookie.name,spring,['MALL-PORTAL-SESSIONID'],1
server.ssl.key-alias,spring,['tomcat'],1
server.ssl.key-store,spring,['keystore.p12'],1
server.ssl.key-store-password,spring,['123456'],1
server.ssl.key-store-type,spring,['PKCS12'],1
services.elasticsearch.container_name,docker-compose,['elasticsearch'],1
services.elasticsearch.environment.ES_JAVA_OPTS,docker-compose,"['-Xms512m -Xmx1024m', '-Xms512m -Xmx512m']",2
services.elasticsearch.environment.cluster.name,docker-compose,['elasticsearch'],1
services.elasticsearch.environment.discovery.type,docker-compose,['single-node'],1
services.elasticsearch.image,docker-compose,"['elasticsearch:7.17.3', 'elasticsearch:6.4.0', 'elasticsearch:7.6.2', 'elasticsearch:2.4']",4
services.elasticsearch.ports.container,docker-compose,['9200'],1
services.elasticsearch.ports.host,docker-compose,['9200'],1
services.elasticsearch.user,docker-compose,['root'],1
services.kibana.container_name,docker-compose,['kibana'],1
services.kibana.depends_on,docker-compose,['elasticsearch'],1
services.kibana.environment.elasticsearch.hosts,docker-compose,['http://es:9200'],1
services.kibana.image,docker-compose,"['kibana:7.6.2', 'kibana:7.17.3', 'kibana:6.4.0']",3
services.kibana.links,docker-compose,['elasticsearch:es'],1
services.kibana.ports.container,docker-compose,['5601'],1
services.kibana.ports.host,docker-compose,['5601'],1
services.logstash.container_name,docker-compose,['logstash'],1
services.logstash.depends_on,docker-compose,['elasticsearch'],1
services.logstash.environment.TZ,docker-compose,['Asia/Shanghai'],1
services.logstash.image,docker-compose,"['logstash:7.6.2', 'logstash:7.17.3']",2
services.logstash.links,docker-compose,['elasticsearch:es'],1
services.logstash.volumes,docker-compose,['/mydata/logstash/logstash.conf:/usr/share/logstash/pipeline/logstash.conf'],1
services.mall-admin.container_name,docker-compose,['mall-admin'],1
services.mall-admin.environment.TZ,docker-compose,"['""Asia/Shanghai""']",1
services.mall-admin.external_links,docker-compose,['mysql:db'],1
services.mall-admin.image,docker-compose,"['mall/mall-admin:0.0.1-SNAPSHOT', 'mall/mall-admin:1.0-SNAPSHOT']",2
services.mall-admin.links,docker-compose,['mysql:db'],1
services.mall-admin.ports.container,docker-compose,['8080'],1
services.mall-admin.ports.host,docker-compose,['8080'],1
services.mall-auth.container_name,docker-compose,['mall-auth'],1
services.mall-auth.environment.TZ,docker-compose,"['""Asia/Shanghai""']",1
services.mall-auth.external_links,docker-compose,['nacos-registry:nacos-registry'],1
services.mall-auth.image,docker-compose,['mall/mall-auth:1.0-SNAPSHOT'],1
services.mall-auth.ports.container,docker-compose,['8401'],1
services.mall-auth.ports.host,docker-compose,['8401'],1
services.mall-gateway.container_name,docker-compose,['mall-gateway'],1
services.mall-gateway.environment.TZ,docker-compose,"['""Asia/Shanghai""']",1
services.mall-gateway.image,docker-compose,['mall/mall-gateway:1.0-SNAPSHOT'],1
services.mall-gateway.ports.container,docker-compose,['8201'],1
services.mall-gateway.ports.host,docker-compose,['8201'],1
services.mall-monitor.container_name,docker-compose,['mall-monitor'],1
services.mall-monitor.environment.TZ,docker-compose,"['""Asia/Shanghai""']",1
services.mall-monitor.external_links,docker-compose,['nacos-registry:nacos-registry'],1
services.mall-monitor.image,docker-compose,['mall/mall-monitor:1.0-SNAPSHOT'],1
services.mall-monitor.ports.container,docker-compose,['8101'],1
services.mall-monitor.ports.host,docker-compose,['8101'],1
services.mall-portal.container_name,docker-compose,['mall-portal'],1
services.mall-portal.environment.TZ,docker-compose,"['""Asia/Shanghai""']",1
services.mall-portal.image,docker-compose,"['mall/mall-portal:1.0-SNAPSHOT', 'mall/mall-portal:0.0.1-SNAPSHOT']",2
services.mall-portal.ports.container,docker-compose,['8085'],1
services.mall-portal.ports.host,docker-compose,['8085'],1
services.mall-search.container_name,docker-compose,['mall-search'],1
services.mall-search.environment.TZ,docker-compose,"['""Asia/Shanghai""']",1
services.mall-search.image,docker-compose,"['mall/mall-search:0.0.1-SNAPSHOT', 'mall/mall-search:1.0-SNAPSHOT']",2
services.mall-search.ports.container,docker-compose,['8081'],1
services.mall-search.ports.host,docker-compose,['8081'],1
services.mongo.container_name,docker-compose,['mongo'],1
services.mongo.image,docker-compose,"['mongo:4', 'mongo:3.2', 'mongo:4.2.5']",3
services.mongo.ports,docker-compose,['27017:27017'],1
services.mongo.volumes,docker-compose,['/mydata/mongo/db:/data/db'],1
services.mysql.command,docker-compose,['mysqld --character-set-server=utf8mb4 --collation-server=utf8mb4_unicode_ci'],1
services.mysql.container_name,docker-compose,['mysql'],1
services.mysql.environment,docker-compose,['MYSQL_ROOT_PASSWORD:root'],1
services.mysql.environment.MYSQL_ROOT_PASSWORD,docker-compose,['root'],1
services.mysql.image,docker-compose,['mysql:5.7'],1
services.mysql.ports.container,docker-compose,['3306'],1
services.mysql.ports.host,docker-compose,['3306'],1
services.mysql.restart,docker-compose,['always'],1
services.nacos-registry.container_name,docker-compose,['nacos-registry'],1
services.nacos-registry.environment.MODE,docker-compose,['standalone'],1
services.nacos-registry.image,docker-compose,"['nacos/nacos-server:v2.1.0', 'nacos/nacos-server:1.3.0']",2
services.nacos-registry.ports.container,docker-compose,['8848'],1
services.nacos-registry.ports.host,docker-compose,['8848'],1
services.nginx.container_name,docker-compose,['nginx'],1
services.nginx.image,docker-compose,"['nginx:1.22', 'nginx:1.10']",2
services.nginx.ports,docker-compose,['80:80'],1
services.rabbitmq.container_name,docker-compose,['rabbitmq'],1
services.rabbitmq.image,docker-compose,"['rabbitmq:3.7.15-management', 'rabbitmq:3.9-management']",2
services.rabbitmq.ports,docker-compose,['15672:15672'],1
services.rabbitmq.ports.container,docker-compose,['5672'],1
services.rabbitmq.ports.host,docker-compose,['5672'],1
services.redis.command,docker-compose,['redis-server --appendonly yes'],1
services.redis.container_name,docker-compose,['redis'],1
services.redis.image,docker-compose,"['redis:3.2', 'redis:5', 'redis:7']",3
services.redis.ports.container,docker-compose,['6379'],1
services.redis.ports.host,docker-compose,['6379'],1
services.redis.volumes,docker-compose,['/mydata/redis/data:/data'],1
spec.ports.name,yaml,['http'],1
spec.ports.nodePort,yaml,"['30101', '30201']",2
spec.ports.port,yaml,"['8080', '8085', '8081', '8101', '8401', '8201']",6
spec.ports.protocol,yaml,['TCP'],1
spec.ports.targetPort,yaml,"['8080', '8085', '8081', '8101', '8401', '8201']",6
spec.replicas,yaml,['1'],1
spec.selector.app,yaml,"['mall-monitor', 'mall-auth', 'mall-gateway', 'mall-search', 'mall-admin', 'mall-portal']",6
spec.selector.matchLabels.app,yaml,"['mall-monitor', 'mall-auth', 'mall-gateway', 'mall-search', 'mall-admin', 'mall-portal']",6
spec.template.metadata.labels.app,yaml,"['mall-monitor', 'mall-auth', 'mall-gateway', 'mall-search', 'mall-admin', 'mall-portal']",6
spec.template.spec.containers.image,yaml,"['macrodocker/mall-gateway:1.0-SNAPSHOT', 'macrodocker/mall-admin:1.0-SNAPSHOT', 'macrodocker/mall-monitor:1.0-SNAPSHOT', 'mall/mall-admin:1.0-SNAPSHOT', 'macrodocker/mall-auth:1.0-SNAPSHOT', 'mall/mall-auth:1.0-SNAPSHOT', 'macrodocker/mall-search:1.0-SNAPSHOT', 'mall/mall-gateway:1.0-SNAPSHOT', 'mall/mall-portal:1.0-SNAPSHOT', 'macrodocker/mall-portal:1.0-SNAPSHOT', 'mall/mall-search:1.0-SNAPSHOT', 'mall/mall-monitor:1.0-SNAPSHOT']",12
spec.template.spec.containers.name,yaml,"['mall-monitor', 'mall-auth', 'mall-gateway', 'mall-search', 'mall-admin', 'mall-portal']",6
spec.template.spec.containers.ports.containerPort,yaml,"['8080', '8085', '8081', '8101', '8401', '8201']",6
spec.template.spec.containers.volumeMounts.mountPath,yaml,['/var/logs'],1
spec.template.spec.containers.volumeMounts.name,yaml,['log-volume'],1
spec.template.spec.volumes.hostPath.path,yaml,"['/mydata/app/mall-admin/logs', '/mydata/app/mall-portal/logs', '/mydata/app/mall-auth/logs', '/mydata/app/mall-gateway/logs', '/mydata/app/mall-search/logs', '/mydata/app/mall-monitor/logs']",6
spec.template.spec.volumes.hostPath.type,yaml,['DirectoryOrCreate'],1
spec.template.spec.volumes.name,yaml,['log-volume'],1
spec.type,yaml,"['ClusterIP', 'NodePort']",2
spring.application.name,spring,"['mall-monitor', 'mall-auth', 'mall-gateway', 'mall-search', 'mall-registry', 'mall-admin', 'mall-oauth', 'mall-config', 'mall-demo', 'mall-portal']",10
spring.boot.admin.discovery.ignored-services,spring,['${spring.application.name}'],1
spring.cloud.config.discovery.enabled,yaml,['true'],1
spring.cloud.config.discovery.service-id,yaml,['mall-config'],1
spring.cloud.config.label,yaml,['master'],1
spring.cloud.config.name,yaml,"['admin', 'demo', 'portal', 'search']",4
spring.cloud.config.profile,yaml,"['dev', 'prod']",2
spring.cloud.config.server.git.clone-on-start,spring,['True'],1
spring.cloud.config.server.git.password,spring,['123456'],1
spring.cloud.config.server.git.search-paths,spring,['{application}'],1
spring.cloud.config.server.git.uri,spring,['https://gitee.com/macrozheng/mall-config.git'],1
spring.cloud.config.server.git.username,spring,['macro'],1
spring.cloud.config.server.native.search-locations,spring,['classpath:/config/{application}'],1
spring.cloud.gateway.discovery.locator.enabled,spring,['True'],1
spring.cloud.gateway.discovery.locator.lower-case-service-id,spring,['True'],1
spring.cloud.nacos.config.file-extension,yaml,['yaml'],1
spring.cloud.nacos.config.server-addr,yaml,"['http://localhost:8848', 'http://nacos-registry:8848']",2
spring.cloud.nacos.discovery.server-addr,yaml,"['http://localhost:8848', 'http://nacos-registry:8848']",2
spring.data.elasticsearch.cluster-name,yaml,['elasticsearch'],1
spring.data.elasticsearch.cluster-nodes,yaml,"['es:9300', '127.0.0.1:9300']",2
spring.data.elasticsearch.repositories.enabled,spring,"['true', 'True']",2
spring.data.mongodb.database,yaml,['mall-port'],1
spring.data.mongodb.host,yaml,"['mongo', 'localhost']",2
spring.data.mongodb.port,yaml,['27017'],1
spring.data.redis.database,yaml,['0'],1
spring.data.redis.host,yaml,"['localhost', 'redis']",2
spring.data.redis.port,yaml,['6379'],1
spring.data.redis.timeout,yaml,['3000ms'],1
spring.datasource.druid.initial-size,spring,['5'],1
spring.datasource.druid.max-active,spring,['20'],1
spring.datasource.druid.min-idle,spring,['10'],1
spring.datasource.druid.stat-view-servlet.login-password,spring,['druid'],1
spring.datasource.druid.stat-view-servlet.login-username,spring,['druid'],1
spring.datasource.druid.web-stat-filter.exclusions,spring,"['*.js,*.gif,*.jpg,*.png,*.css,*.ico,/druid/*', ""['*.js', '*.gif', '*.jpg', '*.png', '*.css', '*.ico', '/druid/*']""]",2
spring.datasource.password,yaml,"['root', '123456']",2
spring.datasource.url,yaml,"['jdbc:mysql://localhost:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=GMT%2B8', 'jdbc:mysql://localhost:3306/mall', 'jdbc:mysql://localhost:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai', 'jdbc:mysql://db:3306/mall', 'jdbc:mysql://db:3306/mall?useUnicode=true&characterEncoding=utf-8', 'jdbc:mysql://localhost/mall?useUnicode=true&characterEncoding=utf-8', 'jdbc:mysql://localhost:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai&useSSL=false', 'jdbc:mysql://db:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai&useSSL=false', 'jdbc:mysql://localhost:3306/mall?useUnicode=true&characterEncoding=utf-8', 'jdbc:mysql://db:3306/mall?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai']",10
spring.datasource.username,yaml,"['root', 'reader']",2
spring.elasticsearch.rest.uris,yaml,"['http://localhost:9200', 'http://es:9200', '127.0.0.1:9200']",3
spring.elasticsearch.uris,yaml,"['es:9200', 'localhost:9200']",2
spring.mvc.pathmatch.matching-strategy,spring,['ant_path_matcher'],1
spring.profiles.active,spring,"['dev', 'native']",2
spring.rabbitmq.host,yaml,"['rabbit', 'localhost']",2
spring.rabbitmq.password,yaml,"['guest', 'mall']",2
spring.rabbitmq.port,yaml,['5672'],1
spring.rabbitmq.publisher-confirms,yaml,"['true', 'True']",2
spring.rabbitmq.username,yaml,"['guest', 'mall']",2
spring.rabbitmq.virtual-host,yaml,['/mall'],1
spring.redis.database,yaml,['0'],1
spring.redis.host,yaml,"['localhost', 'redis']",2
spring.redis.jedis.pool.max-active,spring,['8'],1
spring.redis.jedis.pool.max-idle,spring,['8'],1
spring.redis.jedis.pool.max-wait,spring,['-1ms'],1
spring.redis.jedis.pool.min-idle,spring,['0'],1
spring.redis.password,spring,"['None', '123456']",2
spring.redis.pool.max-active,spring,['8'],1
spring.redis.pool.max-idle,spring,['8'],1
spring.redis.pool.max-wait,spring,['-1'],1
spring.redis.pool.min-idle,spring,['0'],1
spring.redis.port,yaml,['6379'],1
spring.redis.timeout,yaml,"['3000ms', '0', '0ms']",3
spring.security.oauth2.resourceserver.jwt.jwk-set-uri,yaml,"['http://192.168.3.101:8201/mall-auth/rsa/publicKey', 'http://localhost:8201/mall-auth/rsa/publicKey', 'http://mall-gateway:8201/mall-auth/rsa/publicKey']",3
spring.security.user.name,spring,['macro'],1
spring.security.user.password,spring,['123456'],1
spring.servlet.multipart.enabled,spring,['True'],1
spring.servlet.multipart.max-file-size,spring,['10MB'],1
spring.thymeleaf.cache,spring,"['false', 'False']",2
spring.thymeleaf.content-type,spring,['text/html'],1
spring.thymeleaf.encoding,spring,"['UTF-8', 'utf-8']",2
spring.thymeleaf.mode,spring,['HTML5'],1
spring.thymeleaf.server.content-type,spring,['text/html'],1
spring.thymeleaf.servlet.content-type,spring,['text/html'],1
version,docker-compose,"['3', '2']",2
zuul.add-host-header,spring,['True'],1
zuul.sensitive-headers,spring,['None'],1
